Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,WAR,playerid
Damon Berryhill,- - -,663,2208,47,175,257,3,6.3 %,18.5 %,.128,.276,.240,.288,.368,.290,74,2.4,1000904
Chris Woodward,- - -,646,1896,33,211,191,9,7.2 %,21.1 %,.125,.289,.239,.296,.365,.290,70,0.5,1329
Tony Muser,- - -,534,1389,7,123,117,14,6.8 %,9.9 %,.063,.284,.259,.309,.323,.290,81,-1.2,1009403
Ed Crane,- - -,391,1497,18,199,84,29,5.7 %,18.1 %,.092,.264,.238,.283,.329,.290,89,1.8,1002731
Dave Roberts,- - -,653,2191,49,194,208,27,5.8 %,16.5 %,.118,.269,.239,.286,.357,.290,81,0.6,1011032
Nick Green,- - -,417,1220,17,147,103,6,6.6 %,23.4 %,.110,.302,.236,.303,.346,.290,72,0.4,1502
Jack Brohamer,- - -,785,2794,30,262,227,9,7.9 %,6.4 %,.082,.251,.245,.305,.327,.289,77,4.7,1001465
Ramon Santiago,- - -,845,2580,28,275,197,28,6.9 %,14.8 %,.087,.279,.243,.311,.330,.289,74,4.1,1417
Alex Trevino,- - -,893,2701,23,245,244,19,7.6 %,11.7 %,.085,.275,.249,.310,.333,.289,80,7.2,1013180
Matt Kilroy,- - -,330,1189,1,163,103,67,9.9 %,11.2 %,.057,.284,.222,.304,.280,.289,80,1.0,1006910
Pat Moran,- - -,817,2864,18,198,261,55,5.0 %,10.0 %,.077,.235,.235,.283,.312,.289,79,5.3,1009152
Bob Swift,- - -,1001,3136,14,212,238,10,10.3 %,7.4 %,.049,.248,.231,.313,.280,.289,64,-0.2,1012789
Chico Salmon,- - -,658,1802,31,202,149,46,4.9 %,12.9 %,.105,.272,.249,.290,.354,.289,84,0.8,1011386
Bob Bailor,- - -,879,3206,9,339,222,90,5.8 %,5.1 %,.061,.275,.264,.310,.325,.289,75,5.2,1000433
David Hulse,- - -,385,1370,5,207,103,69,5.5 %,14.9 %,.071,.311,.266,.307,.337,.289,69,-1.4,1006176
Bob Usher,- - -,428,1218,18,133,102,9,7.4 %,11.2 %,.094,.254,.235,.295,.329,.289,67,-4.1,1013303
Jim Gosger,- - -,699,2066,30,197,177,25,10.5 %,15.3 %,.104,.257,.226,.309,.331,.289,80,2.1,1004892
Carroll Hardy,- - -,433,1260,17,172,113,13,9.5 %,17.6 %,.106,.264,.225,.302,.330,.289,73,-1.2,1005349
Joey Gathright,- - -,452,1329,1,178,96,81,7.3 %,16.0 %,.040,.318,.263,.328,.303,.289,71,3.0,3913
Milt Cuyler,- - -,458,1567,10,227,119,77,7.7 %,17.4 %,.089,.287,.237,.305,.326,.289,73,2.9,1002915
Steve Lyons,- - -,758,2388,19,264,196,42,6.5 %,15.2 %,.088,.292,.252,.301,.340,.289,76,1.5,1007886
Bud Harrelson,- - -,1489,5516,7,539,267,127,11.5 %,11.8 %,.052,.271,.236,.327,.288,.289,80,19.1,1005387
Phil Gagliano,- - -,701,1605,14,150,159,5,10.2 %,11.5 %,.075,.262,.238,.316,.313,.289,79,1.9,1004425
Ruben Tejada,Mets,345,1359,2,132,86,13,7.3 %,13.6 %,.060,.302,.259,.323,.319,.289,81,2.6,5519
Randy Hundley,- - -,1057,3798,82,311,381,12,7.1 %,14.9 %,.113,.259,.236,.292,.350,.289,75,12.5,1006189
Pat Listach,- - -,493,1991,5,250,143,116,8.4 %,17.0 %,.059,.305,.251,.316,.309,.289,71,1.5,1007655
Jesus Flores,Nationals,311,1014,23,84,127,1,5.7 %,23.5 %,.133,.297,.241,.289,.375,.289,73,1.1,4166
Mike Slattery,- - -,374,1549,8,229,135,53,4.0 %,6.3 %,.074,.281,.251,.284,.325,.289,84,1.8,1012056
Gary Woods,- - -,456,1138,13,117,110,19,7.6 %,16.5 %,.094,.285,.243,.302,.337,.289,75,0.1,1014237
Bob Randall,Twins,437,1491,1,154,91,11,5.6 %,6.8 %,.054,.277,.257,.310,.311,.289,76,2.4,1010689
Bob Aspromonte,- - -,1324,4799,60,386,457,19,6.9 %,9.6 %,.084,.269,.252,.308,.336,.289,84,1.1,1000341
Rodney Scott,- - -,665,2487,3,316,150,205,11.3 %,11.7 %,.049,.271,.236,.326,.285,.289,77,2.3,1011693
Clarence Mitchell,- - -,650,1393,7,138,133,9,5.2 %,6.6 %,.064,.266,.252,.293,.315,.289,61,0.3,1008998
Joe Hornung,- - -,1123,4918,31,788,564,159,2.4 %,10.1 %,.093,.282,.257,.277,.350,.289,92,11.0,1006031
Steve Dillard,- - -,406,1115,13,148,102,15,6.8 %,13.2 %,.100,.271,.243,.295,.343,.289,71,-2.0,1003300
Einar Diaz,- - -,661,2257,21,222,202,21,4.3 %,8.8 %,.093,.271,.254,.302,.346,.288,67,4.0,378
Dalton Jones,- - -,907,2556,41,268,237,20,7.5 %,12.1 %,.108,.255,.235,.295,.343,.288,77,-3.6,1006546
Arthur Irwin,- - -,1009,4190,5,552,396,93,7.4 %,9.0 %,.064,.266,.241,.299,.305,.288,89,16.4,1006276
Mark Lemke,- - -,1033,3664,32,349,270,11,9.5 %,9.3 %,.078,.264,.246,.317,.324,.288,71,7.0,1007516
J.P. Arencibia,Blue Jays,380,1392,64,140,193,2,5.3 %,28.7 %,.196,.250,.212,.258,.408,.288,76,0.9,697
Joe Azcue,- - -,909,3095,50,201,304,5,6.7 %,11.1 %,.093,.268,.252,.304,.344,.288,82,9.1,1000391
Tuck Stainback,- - -,817,2383,17,284,204,27,2.7 %,8.9 %,.075,.280,.259,.284,.333,.288,66,-5.2,1012386
Mark Johnson,- - -,323,1102,16,115,83,8,11.3 %,17.9 %,.100,.258,.218,.314,.318,.288,67,2.2,240
Lynn Jones,- - -,412,1048,7,109,91,13,7.0 %,8.2 %,.069,.269,.252,.308,.321,.288,75,-0.5,1006573
Joe Sommer,- - -,920,3933,11,617,342,101,6.1 %,9.6 %,.061,.237,.248,.297,.309,.288,92,9.5,1012275
Scott Hastings,- - -,294,1360,0,264,138,40,2.4 %,3.2 %,.045,.289,.279,.296,.325,.288,96,1.1,1005484
Joe McEwing,- - -,719,1964,25,217,158,33,5.8 %,17.9 %,.104,.298,.251,.302,.355,.288,69,1.5,887
Barry Foote,- - -,663,2300,57,191,230,10,5.9 %,12.5 %,.138,.240,.230,.277,.368,.288,71,4.7,1004210
Kurt Bevacqua,- - -,939,2398,27,214,275,12,9.2 %,13.7 %,.091,.263,.236,.305,.327,.288,78,-2.8,1000935
Reno Bertoia,- - -,612,1957,27,204,171,16,7.3 %,12.9 %,.092,.267,.244,.303,.336,.288,71,-1.1,1000917
Mike Guerra,- - -,565,1750,9,168,168,25,7.5 %,7.0 %,.061,.257,.242,.300,.303,.288,64,-1.1,1005119
Lou Criger,- - -,1012,3619,11,337,342,58,8.5 %,0.0 %,.068,.000,.221,.295,.290,.288,75,5.5,1002767
Josh Thole,- - -,353,1161,8,76,95,2,9.0 %,13.1 %,.071,.286,.251,.322,.322,.288,79,1.8,9689
Billy Smith,- - -,331,1147,17,107,111,8,8.4 %,16.5 %,.105,.266,.230,.297,.335,.288,80,2.4,1012097
Scott Bradley,- - -,593,1801,18,149,184,3,5.8 %,6.1 %,.086,.263,.257,.302,.343,.288,73,-1.5,1001315
Chico Walker,- - -,510,1351,17,150,116,67,8.1 %,15.7 %,.084,.281,.246,.305,.329,.288,74,-1.3,1013509
George Wright,- - -,608,2325,42,231,208,19,5.4 %,13.5 %,.116,.268,.245,.288,.361,.288,76,-1.7,1014279
Sam Dente,- - -,743,2535,4,205,214,9,6.6 %,3.8 %,.053,.261,.252,.303,.305,.288,61,-3.3,1003214
Tommy Helms,- - -,1422,5333,34,414,477,33,4.3 %,5.6 %,.073,.278,.269,.300,.342,.288,78,7.9,1005616
Junior Kennedy,- - -,379,1192,4,114,95,12,10.4 %,11.9 %,.051,.279,.248,.325,.299,.288,75,2.5,1006845
Casey Candaele,- - -,718,2132,11,206,139,37,7.6 %,9.9 %,.082,.274,.250,.308,.332,.288,78,3.1,1001908
Andujar Cedeno,- - -,606,2238,47,221,223,26,6.4 %,21.8 %,.129,.287,.236,.292,.366,.288,75,-1.9,1002099
Pete Daley,- - -,391,1181,18,93,120,2,7.4 %,15.8 %,.110,.274,.239,.297,.349,.288,68,0.5,1002945
Alex Cora,- - -,1254,3825,35,360,286,47,6.5 %,11.1 %,.095,.267,.243,.310,.338,.287,72,4.2,1386
Boots Day,- - -,464,1289,8,146,98,15,7.4 %,10.9 %,.056,.286,.256,.314,.312,.287,75,1.1,1003095
Frank Delahanty,- - -,287,1092,5,109,94,50,6.0 %,5.7 %,.082,.226,.226,.280,.308,.287,74,-0.5,1003156
Luis Rodriguez,- - -,407,1123,10,100,80,6,9.8 %,9.8 %,.086,.255,.238,.314,.324,.287,75,0.3,2364
Chuck Harrison,- - -,328,1116,17,94,126,3,7.6 %,13.2 %,.105,.261,.238,.297,.343,.287,81,-0.5,1005407
Andy LaRoche,- - -,404,1336,22,133,113,8,9.1 %,15.6 %,.111,.255,.226,.304,.336,.287,73,0.3,6444
Rey Quinones,- - -,447,1668,29,173,159,5,5.3 %,14.4 %,.114,.269,.243,.287,.357,.287,73,-1.1,1010615
Bill White,- - -,466,1965,6,272,205,76,6.4 %, ,.071,.000,.241,.292,.312,.287,86,5.0,1013854
Charley Smith,- - -,771,2686,69,228,281,7,4.8 %,21.0 %,.131,.281,.239,.279,.370,.287,81,3.6,1012112
Don Kessinger,- - -,2049,8530,14,899,527,100,8.0 %,8.9 %,.060,.277,.252,.314,.312,.287,72,7.9,1006877
Fergy Malone,- - -,220,1084,1,200,160,17,3.0 %,1.8 %,.047,.278,.274,.295,.320,.287,92,3.2,1008038
Dick Schofield,- - -,1339,4928,56,505,353,120,9.1 %,13.9 %,.086,.260,.230,.308,.316,.287,76,13.8,1011602
Rob Andrews,- - -,465,1643,3,174,91,33,9.0 %,7.3 %,.047,.270,.251,.318,.298,.287,78,0.5,1000260
Johnny Hudson,- - -,426,1277,4,138,96,17,6.8 %,12.8 %,.072,.279,.242,.296,.314,.287,63,0.0,1006137
Woody Williams,- - -,338,1369,1,133,79,14,6.4 %,3.8 %,.042,.260,.250,.301,.292,.287,70,3.5,1014045
Sam Trott,- - -,360,1412,3,166,123,9,3.8 %,7.5 %,.093,.253,.250,.280,.343,.287,94,4.5,1013194
Daniel Descalso,Cardinals,425,1196,10,125,101,15,7.9 %,17.6 %,.103,.292,.243,.310,.346,.287,81,0.6,8392
Dave Anderson,- - -,784,2287,19,244,143,49,9.0 %,14.5 %,.076,.279,.242,.312,.318,.287,82,4.1,1000223
Ryan Christenson,- - -,376,1154,16,159,102,16,9.9 %,22.2 %,.106,.280,.222,.303,.329,.287,66,-0.7,1594
Jayson Nix,- - -,425,1374,37,141,126,35,7.6 %,25.0 %,.139,.271,.218,.290,.358,.287,72,1.9,3790
Mike Caruso,- - -,278,1140,7,144,90,34,3.1 %,6.7 %,.064,.289,.274,.302,.339,.287,65,-1.4,595
John Sullivan,- - -,605,2088,1,203,162,18,10.3 %,9.9 %,.040,.259,.230,.312,.270,.287,68,-3.5,1012702
Hugh Nicol,- - -,888,3825,5,631,272,383,8.8 %,8.4 %,.047,.250,.235,.307,.282,.287,87,12.1,1009574
Jerry McNertney,- - -,590,1605,27,129,163,3,7.4 %,12.4 %,.101,.256,.237,.298,.338,.287,80,4.3,1008669
Sport McAllister,- - -,418,1569,5,157,164,32,4.3 %,6.9 %,.061,.240,.247,.287,.308,.287,68,-5.1,1008324
Chris Cannizzaro,- - -,737,2240,18,132,169,3,10.8 %,15.8 %,.074,.276,.235,.319,.309,.287,78,6.7,1001915
Juan Bonilla,- - -,413,1616,7,145,101,7,7.2 %,6.7 %,.061,.272,.256,.314,.317,.287,79,2.1,1001169
Manuel Lee,- - -,872,2960,19,304,249,31,6.8 %,17.9 %,.069,.309,.255,.305,.323,.287,73,6.4,1007460
Dude Esterbrook,- - -,701,2927,6,387,210,55,2.4 %,7.2 %,.073,.274,.261,.284,.334,.287,95,10.6,1003839
Pink Hawley,- - -,399,1301,11,130,163,7,3.2 %,11.6 %,.101,.289,.241,.272,.342,.287,61,1.0,1005517
Benny Bengough,- - -,411,1206,0,83,108,2,5.1 %,3.7 %,.062,.266,.255,.295,.317,.287,58,-0.8,1000832
Rocky Bridges,- - -,916,2537,16,245,187,10,8.1 %,9.0 %,.066,.268,.247,.310,.313,.287,67,3.2,1001420
Nelson Mathews,- - -,306,1076,22,93,98,8,8.2 %,23.0 %,.136,.276,.223,.288,.359,.286,76,0.2,1008240
Lew Brown,- - -,378,1576,10,205,169, ,2.9 %,13.2 %,.114,.289,.248,.269,.362,.286,104,7.7,1001537
Tom Foley,- - -,1025,2988,32,248,263,32,7.8 %,13.0 %,.100,.272,.244,.303,.344,.286,76,5.0,1004200
Doc Lavan,- - -,1163,4265,7,338,377,71,4.9 %,8.8 %,.063,.270,.245,.288,.308,.286,73,7.5,1007388
Bob Meacham,Yankees,438,1591,8,202,114,58,8.8 %,17.3 %,.071,.287,.236,.313,.308,.286,76,2.1,1008701
John Shelby,- - -,968,3326,70,389,313,98,5.5 %,20.2 %,.125,.283,.239,.281,.364,.286,78,2.4,1011853
Pop Smith,- - -,1112,4623,24,643,358,169,7.0 %,13.2 %,.091,.243,.222,.287,.313,.286,92,17.5,1012193
Ray Katt,- - -,417,1177,32,92,120,2,6.3 %,13.9 %,.124,.244,.232,.282,.356,.286,67,1.6,1006713
Augie Ojeda,- - -,488,1237,7,135,81,7,9.6 %,9.3 %,.078,.254,.234,.320,.313,.286,65,2.0,297
Dave Nelson,- - -,800,2875,20,340,211,187,7.7 %,13.6 %,.068,.280,.244,.305,.312,.286,80,2.6,1009499
Alfredo Amezaga,- - -,585,1572,12,174,110,49,7.1 %,14.2 %,.086,.285,.248,.308,.333,.286,68,3.2,1
Bill Greenwood,- - -,574,2392,8,381,185,194,8.4 %,14.9 %,.061,.265,.226,.298,.287,.286,84,4.6,1004984
Brandon Crawford,Giants,358,1246,16,118,109,3,7.9 %,17.8 %,.105,.285,.241,.304,.346,.286,83,4.4,5343
Chris Bando,- - -,468,1467,27,134,142,1,9.4 %,13.4 %,.102,.246,.227,.300,.329,.286,73,1.7,1000504
Jose Pagan,- - -,1326,4032,52,387,372,46,6.1 %,12.6 %,.094,.275,.250,.298,.344,.286,78,3.5,1009950
Garth Iorg,Blue Jays,853,2615,20,251,238,23,4.4 %,11.4 %,.089,.285,.258,.292,.347,.286,71,2.0,1006268
Bill Atwood,Phillies,342,1070,7,82,112,4,8.7 %,8.3 %,.073,.246,.229,.299,.302,.286,58,-1.4,1000357
Julio Gotay,- - -,389,1068,6,106,70,12,5.7 %,11.9 %,.063,.293,.260,.309,.323,.286,76,1.3,1004897
Mickey Doolan,- - -,1728,6598,15,513,554,173,5.6 %,9.6 %,.075,.258,.230,.279,.306,.286,72,16.7,1003402
Rey Sanchez,- - -,1448,5246,15,549,389,55,4.4 %,9.7 %,.062,.299,.272,.308,.334,.286,66,14.8,213
Lee Richmond,- - -,251,1064,3,169,113,0,4.3 %,7.1 %,.077,.275,.257,.289,.334,.285,95,1.0,1010928
Kirt Manwaring,- - -,957,3338,21,248,278,10,7.3 %,15.1 %,.072,.288,.246,.311,.318,.285,67,6.9,1008091
Rafael Ramirez,- - -,1518,5887,53,562,484,112,4.5 %,10.5 %,.081,.284,.261,.295,.342,.285,75,2.2,1010673
Keith Osik,- - -,444,1265,13,96,108,6,8.8 %,16.0 %,.091,.269,.231,.308,.321,.285,65,-0.2,1001
Marty Perez,- - -,905,3463,22,313,241,11,7.1 %,10.7 %,.070,.271,.246,.301,.316,.285,70,0.0,1010182
Brayan Pena,- - -,406,1197,18,96,120,2,4.6 %,11.4 %,.102,.276,.258,.292,.359,.285,72,-0.4,3231
Horace Clarke,- - -,1271,5242,27,548,304,151,7.0 %,6.9 %,.058,.270,.256,.308,.313,.285,83,13.0,1002287
Buck Martinez,- - -,1008,3072,58,245,321,5,7.5 %,13.6 %,.117,.243,.225,.284,.343,.285,73,6.7,1008156
Jason Tyner,- - -,432,1467,1,168,94,61,4.6 %,9.3 %,.049,.303,.275,.314,.323,.285,69,1.9,1232
Alex McCarthy,- - -,432,1519,5,136,122,23,6.8 %,8.1 %,.053,.249,.229,.295,.282,.285,70,2.0,1008364
Jack Farrell,- - -,884,3815,23,584,370,87,5.2 %,6.0 %,.091,.260,.243,.283,.333,.285,97,19.5,1003944
Steve Brady,- - -,490,2133,4,313,114,22,4.4 %,7.0 %,.050,.253,.261,.296,.311,.285,99,5.3,1001330
Jim Field,- - -,332,1376,10,180,50,9,5.6 %, ,.087,.000,.230,.289,.316,.285,99,3.6,1004028
Charley Bassett,- - -,917,3759,15,392,402,116,6.4 %,8.3 %,.074,.250,.231,.285,.304,.285,79,10.2,1000643
Jim Clinton,- - -,426,1820,4,247,55,3,4.5 %,4.3 %,.055,.225,.256,.298,.311,.285,99,1.7,1002357
Jimmy Burke,- - -,550,2142,1,200,187,87,5.2 %, ,.045,.000,.244,.295,.289,.285,77,2.1,1001683
Ed Daily,- - -,640,2703,19,396,288,235,4.6 %,10.1 %,.085,.260,.239,.276,.325,.285,82,0.1,1002933
Harry Swacina,- - -,322,1256,1,110,151,29,2.5 %,3.5 %,.060,.279,.256,.276,.315,.285,69,-1.8,1012750
Skeeter Newsome,- - -,1128,4087,9,381,292,67,6.0 %,4.7 %,.059,.256,.245,.293,.304,.285,61,-1.2,1009548
Lennie Merullo,Cubs,639,2264,6,191,152,38,6.0 %,7.7 %,.061,.260,.240,.291,.301,.285,69,1.9,1008796
Cal Neeman,- - -,376,1100,30,93,97,1,7.2 %,20.1 %,.133,.257,.224,.284,.356,.285,70,1.4,1009481
Angel Mangual,- - -,441,1318,22,122,125,5,4.5 %,14.2 %,.102,.271,.245,.279,.346,.284,83,1.3,1008055
Bobby Clark,- - -,324,1038,19,97,100,4,5.3 %,19.2 %,.109,.282,.239,.281,.347,.284,75,-0.5,1002269
Jerry Adair,- - -,1165,4315,57,378,366,29,4.8 %,11.6 %,.093,.276,.254,.292,.347,.284,79,10.3,1000038
Billy Consolo,- - -,603,1363,9,158,83,9,11.8 %,21.8 %,.068,.287,.221,.315,.289,.284,65,-0.4,1002545
Dave Eggler,- - -,576,2594,0,491,242,47,1.9 %,6.8 %,.058,.302,.274,.288,.332,.284,95,7.3,1003705
Dick Schofield,- - -,1321,3545,21,394,211,12,11.0 %,14.8 %,.070,.266,.227,.317,.297,.284,78,7.9,1011601
Rick Bosetti,- - -,427,1656,17,172,133,30,4.8 %,11.4 %,.089,.273,.250,.288,.338,.284,69,0.0,1001211
Chuck Schilling,Red Sox,541,2192,23,230,146,11,8.0 %,10.8 %,.079,.260,.239,.304,.317,.284,68,1.3,1011560
Mike DiFelice,- - -,529,1715,28,145,167,3,5.9 %,19.5 %,.119,.281,.236,.288,.355,.284,65,2.0,1151
Bobby Richardson,Yankees,1412,5783,34,643,390,73,4.5 %,4.2 %,.069,.272,.266,.299,.335,.284,78,6.3,1010903
Bucky Dent,- - -,1369,5026,40,451,423,17,6.5 %,6.9 %,.074,.257,.247,.297,.321,.284,75,15.5,1003212
Cecil Espy,- - -,499,1385,7,160,108,103,7.5 %,20.0 %,.077,.305,.244,.301,.321,.284,75,1.2,1003832
Alexi Casilla,- - -,577,1889,12,225,157,80,6.9 %,13.0 %,.084,.280,.248,.302,.332,.284,72,2.0,5248
Bob Clark,- - -,288,1105,1,145,107,71,7.7 %,6.1 %,.049,.238,.230,.296,.280,.284,79,-0.1,1002266
Luis Rivera,- - -,739,2453,28,249,209,20,7.0 %,18.1 %,.100,.278,.233,.291,.333,.284,71,1.3,1011003
Charlie Jones,- - -,483,1960,5,217,144,100,4.7 %, ,.071,.000,.233,.276,.304,.284,86,3.2,1006537
Bob Addy,- - -,274,1250,1,227,172,30,1.5 %,0.6 %,.050,.278,.277,.288,.327,.284,97,2.7,1000070
Luis Melendez,- - -,606,1616,9,167,122,18,6.7 %,10.8 %,.070,.274,.248,.299,.318,.284,74,-0.5,1008746
Ted Breitenstein,- - -,447,1526,4,174,126,30,9.8 %,10.3 %,.051,.220,.216,.297,.267,.283,58,-4.0,1001383
Gary DiSarcina,Angels,1079,4032,28,444,355,47,3.8 %,7.6 %,.083,.273,.258,.292,.341,.283,65,7.0,1003322
Hal Janvrin,- - -,759,2515,6,250,210,79,6.8 %,7.9 %,.055,.254,.232,.292,.287,.283,73,-1.2,1006361
Rip Cannell,Beaneaters,254,1008,0,84,54,27,7.3 %, ,.032,.000,.242,.302,.274,.283,78,-1.3,1001914
Jay Faatz,- - -,298,1217,3,159,105,93,3.2 %,5.5 %,.050,.232,.241,.293,.292,.283,81,1.8,1003888
Frank Kitson,- - -,352,1035,4,118,95,14,3.8 %, ,.076,.000,.240,.274,.316,.283,73,2.3,1006981
Hal Smith,- - -,570,1822,23,126,172,6,5.6 %,7.0 %,.087,.267,.258,.300,.345,.283,65,1.7,1012156
Craig Reynolds,- - -,1416,4863,42,480,377,58,4.7 %,8.3 %,.089,.271,.256,.291,.345,.283,78,10.4,1010867
Everett Scott,- - -,1654,6373,20,552,551,69,3.8 %,4.4 %,.066,.259,.249,.281,.315,.283,65,12.8,1011679
Roy Spencer,- - -,636,1995,3,177,203,4,6.4 %,6.5 %,.051,.265,.247,.301,.298,.283,58,-2.3,1012326
Doug Strange,- - -,684,2069,31,194,211,14,7.5 %,15.9 %,.104,.267,.233,.295,.338,.283,67,-0.3,1012596
Tom Satriano,- - -,674,1865,21,130,157,7,11.5 %,12.1 %,.078,.248,.225,.316,.303,.283,80,1.7,1011454
Tony Gwynn,- - -,605,1671,7,178,95,77,8.7 %,16.4 %,.074,.293,.244,.312,.318,.283,76,5.5,6141
Henry Blanco,- - -,965,3087,72,274,298,6,8.2 %,17.7 %,.139,.250,.223,.288,.361,.283,64,6.2,81
Don Landrum,- - -,456,1300,12,151,75,36,8.0 %,15.4 %,.076,.273,.234,.307,.310,.283,72,1.4,1007299
Mike Felder,- - -,821,2497,14,318,173,161,6.7 %,8.7 %,.073,.269,.249,.301,.322,.283,74,1.3,1003970
Freddie Maguire,- - -,618,2330,1,226,163,23,3.5 %,5.6 %,.065,.274,.257,.289,.322,.283,56,-2.1,1007976
Don Kelly,- - -,474,1004,23,122,88,10,7.0 %,13.6 %,.115,.245,.229,.290,.344,.283,71,0.4,2216
Oscar Stanage,- - -,1096,3845,8,248,321,30,5.7 %,11.7 %,.061,.253,.234,.284,.295,.283,67,0.0,1012394
Rabbit Nill,- - -,296,1115,3,116,77,36,9.2 %, ,.052,.000,.212,.297,.264,.283,85,0.8,1009600
Bobby Knoop,- - -,1153,4004,56,337,331,16,7.6 %,20.8 %,.098,.290,.236,.296,.334,.283,82,12.4,1007049
Eddie Miksis,- - -,1042,3338,44,383,228,52,6.4 %,9.4 %,.085,.251,.236,.288,.322,.283,61,-4.8,1008854
Bruce Benedict,Braves,946,3295,18,214,260,12,10.0 %,7.6 %,.057,.258,.242,.320,.299,.283,69,7.2,1000829
Whitey Wietelmann,- - -,580,1948,7,170,122,14,8.0 %,6.7 %,.050,.248,.232,.298,.282,.283,64,1.0,1013930
Fred Corey,- - -,432,1803,7,239,124, ,3.3 %,11.1 %,.102,.247,.246,.273,.348,.283,93,4.5,1002625
Alan Strange,- - -,314,1081,1,93,89,6,10.1 %,5.0 %,.059,.235,.223,.304,.282,.283,52,-1.8,1012595
Terry Harmon,Phillies,514,1276,4,164,72,17,9.2 %,13.7 %,.060,.271,.233,.311,.292,.283,71,1.2,1005373
Pinky Pittenger,- - -,373,1038,1,118,83,27,3.6 %,4.8 %,.043,.276,.263,.294,.306,.283,55,-1.6,1010375
Benji Gil,- - -,580,1767,32,158,171,24,5.8 %,25.4 %,.121,.305,.237,.283,.358,.282,63,2.1,14
Herm Winningham,- - -,786,2069,19,212,147,105,7.6 %,20.2 %,.094,.296,.239,.296,.334,.282,73,-0.7,1014139
Jack Dittmer,- - -,395,1312,24,117,136,2,5.9 %,7.8 %,.101,.237,.232,.280,.333,.282,67,-1.6,1003329
Mark Parent,- - -,446,1428,53,112,168,3,6.9 %,22.3 %,.160,.239,.214,.268,.375,.282,68,2.0,1009993
Jose Tartabull,- - -,749,2020,2,247,107,81,5.7 %,6.7 %,.059,.279,.261,.303,.320,.282,74,-0.5,1012830
Aurelio Rodriguez,- - -,1930,7082,124,612,648,35,4.6 %,13.3 %,.114,.259,.237,.275,.351,.282,73,13.2,1011100
Frank Taveras,- - -,1113,4399,2,503,214,300,5.7 %,10.8 %,.059,.287,.255,.301,.313,.282,73,2.4,1012852
Abraham Nunez,- - -,1018,2804,18,286,209,38,8.9 %,15.9 %,.072,.287,.242,.313,.314,.282,64,-1.0,1420
Larry Bowa,- - -,2228,9108,15,987,525,318,5.2 %,6.2 %,.060,.276,.260,.300,.320,.282,70,16.7,1001243
George Barclay,- - -,401,1643,4,167,140,61,3.8 %, ,.050,.000,.248,.286,.298,.282,79,-2.7,1000535
John Henry,- - -,688,2245,2,161,171,55,10.9 %,11.6 %,.047,.245,.207,.303,.254,.282,71,2.1,1005675
Glenn Hoffman,- - -,691,2383,23,247,210,5,5.7 %,13.0 %,.089,.272,.242,.291,.331,.282,68,-0.2,1005905
Adam Everett,- - -,876,3070,40,334,283,67,5.7 %,14.8 %,.103,.275,.242,.294,.346,.282,65,8.8,1430
Tommie Aaron,Braves,437,1045,13,102,94,9,8.2 %,13.9 %,.099,.256,.229,.292,.327,.282,76,-1.7,1000002
Ken Hubbs,Cubs,324,1357,14,148,98,11,5.5 %,16.9 %,.089,.291,.247,.290,.336,.282,70,0.6,1006124
Duffy Dyer,- - -,708,2266,30,151,173,10,10.1 %,18.3 %,.093,.264,.221,.306,.315,.282,73,4.9,1003613
Dale Berra,- - -,814,2853,49,236,278,32,7.4 %,14.8 %,.107,.263,.236,.294,.344,.282,72,4.9,1000896
Dave Shean,- - -,630,2438,6,225,166,66,6.4 %,7.1 %,.057,.246,.228,.284,.285,.282,71,1.2,1011836
Ivan Murrell,- - -,554,1372,33,126,123,20,3.2 %,24.9 %,.130,.294,.236,.265,.366,.282,75,1.0,1009401
Matt Treanor,- - -,468,1482,18,120,129,5,9.9 %,19.3 %,.084,.268,.221,.313,.305,.281,67,0.7,2265
Jack Dunn,- - -,490,1772,1,197,164,55,4.7 %, ,.047,.000,.245,.287,.292,.281,69,-1.5,1003573
Tony Scott,- - -,925,3048,17,331,253,125,6.1 %,15.2 %,.078,.291,.249,.297,.327,.281,73,3.4,1011695
Ronny Cedeno,- - -,868,2783,40,265,239,39,5.2 %,20.3 %,.108,.300,.246,.289,.354,.281,69,-0.1,2179
Rabbit Warstler,- - -,1205,4611,11,431,332,42,8.8 %,9.0 %,.058,.252,.229,.300,.287,.281,60,1.3,1013643
Bill Voss,- - -,475,1320,19,119,127,15,8.9 %,12.7 %,.090,.248,.227,.298,.317,.281,78,0.6,1013458
A.J. Hinch,- - -,335,1075,32,104,112,13,6.6 %,19.9 %,.136,.247,.219,.280,.356,.281,63,-0.4,606
Luis Lopez,- - -,687,1783,22,171,151,10,5.6 %,19.2 %,.102,.290,.241,.293,.343,.281,66,-4.6,695
Morgan Murphy,- - -,566,2154,10,247,227,53,7.3 %,13.5 %,.056,.269,.225,.287,.281,.281,59,-0.9,1009372
Boss Schmidt,Tigers,477,1592,3,137,124,23,2.3 %, ,.064,.000,.243,.270,.307,.281,78,1.8,1011575
Greg Pryor,- - -,660,2049,14,204,146,11,5.1 %,9.0 %,.077,.269,.250,.291,.327,.281,70,3.3,1010555
Ken Hamlin,- - -,468,1502,11,143,89,17,8.3 %,9.7 %,.070,.261,.241,.304,.311,.281,70,-0.6,1005279
